"start","end","text"
"116830","120030"," поправился — «…с Дорогалом и его людьми»."
"120030","122430"," «Вот это было хорошо, молодой господин!"
"122930","125830"," Вот это прозвучало почти так твердо, как и положено"
"125830","128310"," молодому магистру!» — похвалил меня Седой. "
"129070","133010"," Через миг он уперся взглядом в Красноволосого, быстро, короткими"
"133010","134190"," фразами ведя разговор."
"134910","139130"," «Проблема!» — «Согласен!» — «Оглашать нельзя!»"
"139130","140890"," — «Ограничить кругом контуров?"
"141270","146190"," Замена?» «Ты брал на этот случай что-то"
"146190","150270"," из особых запасов?» Они оба поворачивают голову налево,"
"150350","151630"," но говорит Седой."
"152050","156670"," «Брат Шоугат, у тебя остались сомнения?» Тот леденея"
"156670","160530"," лицом качает головой, затем словно этого было мало шепчет. "
"160950","161690"," «Не осталось»."
"162210","165270"," «В молодости я помню, ты одно время служил в"
"165270","167210"," том же отделении, что и брат Галум."
"167690","171450"," Ты хочешь сказать, чтобы я притворился Дорогалом?» —"
"171450","174250"," не спрашивает, а лишь утверждает Шоугат, — «из-за"
"174250","176270"," моих навыков и стихии». "
"176270","178950"," Это тот, кого звал на помощь Дорогал и кто"
"178950","179830"," мешался Седому."
"180530","181850"," А вот Седой вопрос задает."
"182570","183250"," «Сумеешь?"
"183530","184390"," Помнишь еще?"
"184850","186730"," Сделаешь?» — «Помню. "
"187170","187790"," Сумею."
"188990","189670"," Сделаю»."
"189670","192910"," Шоугат сжимает губы в тонкую линию и делает несколько"
"192910","193730"," шагов вперед. "
"194550","199170"," Остановившись над телом потерявшего сознание морщинистого, Шоугат с десяток"
"199170","202710"," вдохов глядит на него, затем требовательно протягивает руку в"
"202710","203430"," сторону Седого."
"204150","206350"," Тот тут же вкладывает ему в пальцы маску."
"206890","207250"," Свою. "
"207750","210730"," Купленную на аукционе, если меня не подводят глаза."
"211610","214790"," Следом несколько артефактов, которые я вижу впервые."
"215710","217370"," Седой и Красноволосый молчат. "
"217930","219470"," Молчат и остальные контуры."
"220070","223010"," Молчу и я, лишь наблюдая за происходящим."
"223010","227550"," Шоугат прикладывает маску к лицу, накидывает на шею один"
"227550","231870"," артефакт, другой крепит на грудь, третий, выглядящий как пояс"
"231870","236050"," с бляхой, затягивает на талии, бросает на живот морщинистого"
"236050","240310"," подозрительно знакомый небольшой шар, затем медленно поднимает перед собой"
"240310","240630"," руки. "
"241450","244250"," Через десяток вдохов я вижу, как он окутывается серой"
"244250","246670"," пеленой силы, затем начинает меняться."
"247330","251030"," Становится чуть выше, чуть шире в плечах, меняется его"
"251030","254110"," одеяние, а затем меняется лицо и волосы."
"254830","258870"," Пятьдесят вдохов, и над бессознательным морщинистым стоит почти его"
"258870","259750"," полная копия. "
"260310","261010"," Замена, да?"
"261590","264930"," В сравнении с произошедшим, моя маска, любая из моих"
"264930","266890"," масок, полное дерьмо Джейра."
"267610","269170"," Хорошие запасы у ордена."
"269750","272090"," Что-то я даже на аукционе не слышал, чтобы"
"272090","276270"," продавали артефакты, меняющие одежду, а тем более, делающие идущего"
"276270","277010"," выше ростом. "
"277850","280990"," Шоу-гад наклонился к своему оригиналу, поднял с его"
"280990","284170"," груди черный шар разбиром с яблока и спрятал его"
"284170","284710"," в рукав."
"285410","286530"," Седой довольно кивнул."
"286890","288170"," — Идеально, брат. "
"288710","289930"," Будь немногословен."
"290470","293610"," Коротко сообщи людям, дорогала, что ты выбрал служение новому"
"293610","294570"," нанимателю и..."
"294890","295350"," — Нет."
"295930","297410"," Громко и торопливо вмешался я."
"298150","301410"," На мне снова скрестились взгляды комтуров и Зеленорукова с"
"301410","302050"," пересмешником. "
"302650","304390"," — Почему нет, молодой магистр?"
"304650","305590"," — спросил Седой."
"306350","308270"," — Ты привел слишком много людей, Седой."
"308750","309650"," Я покачал головой. "
"309970","310790"," Слишком много."
"311450","315990"," Я подстраховался, прикрыл эту слабую часть твоего плана, собрал"
"315990","319330"," сторонних людей, чтобы для наблюдающего со стороны новая семья"
"319330","320570"," не выглядела..."
"320570","324210"," — Прошу прощения, что перебиваю, молодой магистр, — заговорил"
"324210","324890"," Красноволосый."
"325410","327830"," — Но вы не только это уже говорили, но"
"327830","330550"," и этим едва не вовлекли нас в еще большую"
"330550","332290"," беду, чем та, от которой спасали. "
"332850","333310"," — Что?"
"333990","337190"," — Седой тяжело вздохнул, покосился на Красноволосого и сказал."
"337430","342010"," — Регистрация, молодой магистр, регистрация семьи Сломанного Клинка."
"342570","346090"," Я пришел туда оплатить создание новой семьи, а ее"
"346090","346830"," уже создали. "
"347550","348830"," — Да, — кивнул я."
"349290","351070"," — И ты сразу понял, что я уже был"
"351070","353310"," там и что нужно просто перейти ко мне."
"353310","356110"," — Я понял, что нужно спешить к вам, молодой"
"356110","356590"," магистр."
"356990","358750"," А вот что понял имперский чиновник..."
"359570","360430"," — Да меня доходит. "
"361050","363810"," Я рассчитывал, что туда придет Седой и пара человек."
"364410","365550"," — Сглотнув, уточняю."
"365930","369710"," — Вы что, вот такой толпой приперлись к имперской"
"369710","370150"," пагоде?"
"370710","372690"," — Бледнее спрашиваю еще более важное. "
"373250","374030"," — Он вас узнал?"
"374430","375290"," — Узнал, кто вы?"
"375850","378810"," Седой корчит такое лицо, что сразу становится ясно."
"379330","380530"," У него нет ответа."
"381070","383670"," Но через миг он хотя бы немного меня успокаивает. "
"384330","387910"," Я пришел туда один, но вот все остальные ждали"
"387910","392430"," на портальной площади, слонялись, делая вид, что не задержатся,"
"392870","393250"," но..."
"393790","395130"," Я стискиваю зубы."
"395790","399130"," Мне тот чиновник не показался настолько глупым, чтобы не"
"399130","402610"," связать две столь очевидные вещи — появление толпы у"
"402610","406150"," портала и появление того, кто хочет заплатить за основание"
"406150","409230"," семьи, которую уже основали."
"409890","411170"," Сижу сквозь зубы. "
"411730","415670"," Вопрос времени, когда последнему попрошайке станет ясно, кто вы"
"415670","418730"," такие, во всех городах, через которые вы прошли."
"419390","421570"," Значит, все еще хуже, чем я думал."
"422150","424210"," Значит, две трети из вас должны уйти. "
"424610","425090"," Немедленно."
"425830","426570"," — Уйти?"
"427150","430090"," — ухнул кто-то из контуров, моих новых подчиненных,"
"430590","432470"," чьих имен я еще даже не выучил."
"432470","435910"," — Уйти, — повторил я, продолжая глядеть только на"
"435910","438450"," Седого, Красноволосого и Лжедорогала. "
"439050","439570"," Напоказ."
"439850","440230"," Громко."
"440690","443050"," Так, чтобы ни у кого из наблюдающих за этим"
"443050","445910"," представлением не возникло и мысли о том, что это"
"445910","446370"," ложь. "
"446690","449290"," Не сойдетесь со мной в награде, кричите о наглости"
"449290","452450"," молокососа, злитесь на меня и мою жадность, на то,"
"452510","454610"," что я хочу не только мясо из котла утащить,"
"454790","457050"," но выпить весь суп и умыкнуть сам котел в"
"457050","457470"," придачу."
"458490","461230"," Лжеморщинистый, Седой и Красноволосый переглянулись."
"461810","465230"," Через вдох на лицо Красноволосого вылезла ухмылка, и он"
"465230","465650"," сказал. "
"465990","469650"," — Я с таким отлично справлюсь, раз уж кричал"
"469650","472390"," перед обсуждением, то и продолжить сумею."
"473030","476370"," Братушу-гату и говорить особо не придется, а затем"
"476370","478490"," мы кружком приведем людей к лабиринту."
"479070","480150"," Седой покачал головой. "
"480650","483070"," — Здешнее поле битвы слишком оживленное."
"483070","486730"," Мы сумеем обмануть здесь, но такой отряд хоть на"
"486730","488190"," земле, хоть в небе заметят."
"488890","489410"," — Хорошо. "
"489970","493230"," Сделаю очень большой круг, — уступает Красноволосый."
"493750","496410"," Уведу порталом людей на земли семьи Краут."
"496870","498970"," Оттуда сквозь поля битв пройду к вам. "
"499710","502950"," Помню, ты хвалился, что доказал слияние двух полей битв"
"502950","505270"," и отыскал проход из одного в другое."
"505750","506930"," Поделишься же картой?"
"506930","508430"," — Поделюсь."
"508890","512350"," Но, по-хорошему, ушедшие должны пропасть на несколько месяцев,"
"512830","514929"," и не так, чтобы про них рассказывают как об"
"514929","517549"," упорно следующих через поле битвы к какой-то цели. "
"518150","521289"," Три сотни человек — это не двое, которые проскользнут"
"521289","521890"," невидимками."
"522429","526290"," Пусть отсидятся возле зала стражи, — предложил я, спохватился."
"526810","529690"," Или это опасно, потому что туда могут прийти эрзум. "
"530250","532830"," Тогда пусть свернут в другую сторону к поместью."
"533430","536770"," Там, конечно, пустые развалины, но есть зал-библиотеки с"
"536770","539310"," крышей, есть подвал с той странной штукой."
"539890","541410"," Несколько месяцев можно отсидеться. "
"542030","544210"," Теперь, когда Ян мертвый, вряд ли кто-то сунется"
"544210","545410"," туда в ближайшие годы."
"545950","548570"," — Не уверен, — мотнул головой седой."
"549070","552750"," — Возможно, напротив новые хозяева начнут обшаривать то, куда"
"552750","554070"," не доходили руки у прежних. "
"554790","555530"," Что за Ян?"
"555810","556770"," Что за зал стражей?"
"557110","558070"," Что там с эрзум?"
"558430","559770"," И что за странная штука?"
"560130","561730"," — задал вопросы красноволосый."
"561730","563230"," Я отмахнулся."
"563750","565310"," — Неважно, не опасная. "
"565910","566690"," Штука и штука."
"567170","571010"," Каменный прямоугольник, на котором какой-то древний забавлялся с"
"571010","574390"," фигурками големов и построил игрушечные поместья и город."
"574970","575670"," Мы теряем время. "
"576110","576750"," Нужно выходить."
"577530","580310"," Красноволосый моргнул, закрывая глаза, и замер так."
"581050","582330"," Не открывая глаз, спросил. "
"582950","585530"," — Ранви, это что, шутка?"
"586110","588710"," Тот, не отводя от меня взгляда, качнул головой из"
"588710","589290"," стороны в сторону."
"589290","592850"," — Я сам первый раз слышу, но уверен, не"
"592850","593270"," шутка."
"594070","595510"," Красноволосый распахнул глаза. "
"596050","596710"," — Да ладно."
"597510","600970"," Седой еще вдох глядел на меня, затем повернулся к"
"600970","601670"," Красноволосому."
"602130","604170"," — Я дам карту, все объясню. "
"604730","606310"," Такую добычу упускать нельзя."
"607110","610770"," Если туда сунутся эрзумы, то им же хуже, а"
"610770","612910"," у тебя появится возможность подщипать их."
"613570","615690"," Но нас здесь останется слишком мало. "
"616190","617270"," Это тоже опасно."
"617830","620530"," Какой бы там договор не заключил наш молодой магистр"
"620530","621030"," без нас."
"621490","622570"," — Если…"
"622570","625070"," Я несколько вдохов переводил взгляд с одного на другого,"
"625510","626890"," а затем не выдержал и рявкнул. "
"627150","628150"," — Время!"
"628650","632310"," Седой и Красноволосый замолчали, переглянулись и кивнули."
"632910","634190"," — Хорошо, молодой магистр."
"635070","636790"," Мы развернулись, раздавая указания. "
"637510","639250"," — Оттаскиваем обломки от входа."
"639650","641230"," Достаньте несколько артефактов."
"641650","643110"," Пусть впитывают повышенный фон. "
"643510","645090"," Нужно хоть чуть скрыть следы драки."
"645770","647130"," Годи, возьми Дорогала."
"647570","650210"," Уложи его у дальней стены и прикрой формации маскировки. "
"650750","651010"," — Я?"
"651530","653530"," — У тебя появились проблемы со слухом?"
"654110","656610"," Этот самый Годи сглотнул, вскочил с колен."
"657050","658430"," — Нет-нет, Аранви, сейчас!"
"658930","661610"," Седой тут же потерял к нему интерес, повернувшись к"
"661610","662650"," следующему контуру."
"663210","665090"," — Алкай, возьми кольцо Дорогала. "
"665550","667690"," Возможно, в нем отыщется что-то важное о том,"
"667750","669410"," как он держал связь с кланом Велор."
"670090","673510"," Красноволосый, отбрасывая в сторону здоровенный кусок бывшего пола, добавил."
"673910","675170"," — Осмотрите друг друга. "
"675630","676710"," Приведите себя в порядок."
"677170","678890"," Снаружи ничего не должны заподозрить."
"679430","682270"," Помните, мы не знаем возможности местных. "
"682790","684450"," Избегайте лишнего в мыслях речи."
"684950","686030"," Быстро ткнул пальцем."
"686490","687350"," — Ты и ты. "
"687730","688650"," Остаетесь с Аранви."
"689130","690390"," Ты и ты недовольны."
"690730","691990"," И уходите вместе со мной. "
"692470","694010"," Ты тоже поддержишь мои крики."
"694470","695930"," Будешь еще одним недовольным."
"696330","697970"," Но уходишь с братом Шаугатом. "
"698410","699450"," Будешь его поддерживать."
"700110","700810"," Я вмешался."
"701330","701910"," — Нет, нет. "
"702290","703550"," И Годи и…"
"703550","705530"," Не зная имени, тоже ткнул пальцем."
"705890","707430"," Этот должен остаться со мной."
"707950","709970"," Они же не зря рвались первыми заключить со мной"
"709970","710530"," контракт. "
"711150","712930"," Хорошо, молодой магистр."
"713390","714530"," Процедил Красноволосый."
"715130","718690"," Взгляд, которым он проводил Годи, несшего беспамятного Дорогала, был"
"718690","719490"," полон гнева. "
"720130","723930"," Вспомнив, я добавил в печать морщинистого сон, без ограничения"
"723930","724430"," по времени."
"725450","728230"," Ах, если бы можно было это самое время добавить"
"728230","730370"," себе или заморозить вокруг себя."
"731110","735190"," Обсуждение контрактов и числа старейшин, малость, что должна была"
"735190","738290"," занять несколько десятков дохов, длилась уже как бы не"
"738290","739230"," три малых палочки. "
"739890","741910"," Там, снаружи, Дорая и Логар."
"742530","743750"," Там сотни мечей."
"744410","747210"," Там две сотни тех, кто откликнулся на мой призыв. "
"747710","748530"," Там Орденцы."
"748930","749750"," Там Мурланцы."
"750150","751570"," Там глава Вартол в небе. "
"752050","754530"," И там же где-то ничего не понимающий Озман,"
"755030","758290"," которому мне нужно будет много рассказать, а о ещё"
"758290","759470"," большем умолчать."
"760510","764150"," Обернулся и встретил злой, недовольный взгляд Зеленорукова, вздохнул."
"764650","765830"," — Хочешь что-то спросить?"
"766450","768530"," Тут молчал, продолжая глядеть на меня. "
"769130","770630"," — Я ведь просил не идти со мной."
"771370","772450"," В ответ снова тишина."
"773050","775670"," Я ведь предупреждал, что здесь ты узнаешь много того,"
"775670","776730"," что тебе знать не нужно. "
"777470","779230"," Зеленорукий, наконец, разлепил губы."
"779750","782530"," — Ну что вы, младший господин коллег, долговых слуг"
"782530","785970"," и орденцев, не стоит беспокоиться об одном коллеге."
"786410","786970"," Переживёт. "
"787570","790570"," — И на самом деле переживёшь, если выживешь!"
"791130","793870"," — буркнул пересмешник, от которым я тоже ведь не"
"793870","794950"," так давно стёр лишнее."
"795230","797410"," — Ты же должен быть счастлив, нет?"
"797890","800790"," Не просто молодой господин, который, возможно, из какой-то"
"800790","802150"," там шестизвёздной фракции."
"802650","806290"," Глава, магистр фракции, что когда-то была сильнейшей в"
"806290","806650"," Империи. "
"807150","808890"," Не хочешь уссаться от радости?"
"809670","812170"," — Рот закрой, — процедил Зеленорукий."
"812470","815810"," — Это может приказать мне только молодой господин коллег,"
"815930","817450"," слуг и орденцев, но не ты."
"817910","818890"," Кто ты вообще такой?"
"819410","821590"," Коллега на лечении или равный мне слуга?"
"822390","824250"," Взгляд Зеленорукого на миг потемнел. "
"824710","826710"," Затем он задрал подбородок и спросил."
"827270","831050"," — Младший господин, помнится, вы говорили, что места главы"
"831050","835530"," стражи, казначея и пара других занята, но для меня"
"835530","836390"," одно найдётся."
"837110","839910"," Теперь я вижу, кем заняты все эти места, но"
"839910","841010"," не могу не спросить. "
"841610","842970"," А точно что-то осталось."
"843650","846970"," Сколько искомтуров сейчас останутся с тобой, и кому из"
"846970","848050"," них мне передать детей?"
"848930","852290"," Я себя ощущал так, словно набил полный рот незрелые"
"852290","852770"," мушмулы."
"853330","854090"," Скула аж свело. "
"854750","857190"," Вот только этим мне сейчас не хватало заниматься."
"857850","860210"," Расспрашивать, кто искомтуров возьмёт на себя детей."
"860910","863690"," Я вообще не видел среди орденцев детей, и не"
"863690","867170"," уверен, что в изгнании и забвении орден сохранил такую"
"867170","868150"," вещь, как школу. "
"868710","871170"," К тому же мне очень не хотелось терять Зеленорукова,"
"871590","873810"," а он в прямом смысле давал мне подсказку, как"
"873810","874350"," извиниться."
"875250","877230"," Поэтому я склонил голову и повёл рукой."
"877750","881330"," Зеленорукий, дети как были твоими, так твоими и останутся. "
"881930","885270"," Сломанному клинку нужно думать о будущем, и дети должны"
"885270","886350"," этим будущим стать."
"886890","889710"," Так что можешь считать себя главой школы юных, идущих"
"889710","890150"," к небу."
"890710","893030"," Зеленорукий помедлил, но затем всё же кивнул. "
"893570","895250"," Я услышал, молодой господин."
"895930","898190"," Наши взгляды снова встретились, и я добавил."
"898830","901710"," На указ верности сломанному клинку над тобой останется. "
"902470","902890"," Фух!"
"903390","904950"," — презрительно фыркнул пересмешник."
"905250","906490"," — Не срослось, старик?"
"907130","909710"," Над ним самим в этот миг мигнула печать, и"
"909710","910850"," он тороплюсь поправился."
"910850","912890"," — Обмануть моего господина!"
"913530","916690"," Зеленорукий скосил в его сторону глаза и спокойно ответил. "
"917190","919350"," — В отличие от тебя я и не пытался."
"919890","922250"," Это не первый указ верности в моей жизни."
"922810","924050"," Таковы правила фракций. "
"924850","926330"," — Блёдочное правило!"
"927150","927790"," — Не нравится?"
"928650","931010"," Напомню, что мы теперь с тобой вроде как в"
"931010","934150"," сломанном мече, а у них эти правила не действуют"
"934150","934750"," наверхушку."
"935490","936790"," — Клинке, старик!"
"937250","939470"," Ты что раз за разом используешь это слово?"
"939910","940910"," Сломанный клинок!"
"941250","943510"," Ты же не орденец, чтобы так глупо попадаться!"
"944290","945750"," — Всё ты понял, Травер."
"946190","947230"," Всё ты понял. "
"947890","949390"," Я вмешался в их спор."
"949950","950590"," Всё в силе."
"951110","951370"," Год. "
"951810","953290"," Через год вы будете свободны."
"953670","957050"," И сами решите, продолжать быть со мной или уйти,"
"957170","958070"," поклявшись молчать."
"958570","959570"," Это касается всех. "
"960330","961930"," Я поймал взгляд пересмешника."
"962470","963170"," И тебя тоже."
"963770","965030"," — Молодой магистр!"
"965470","966530"," — окликнул меня седой. "
"966530","967630"," — Мы закончили."
"968110","969030"," Снимаем формации."
"969270","969710"," Держите. "
"970610","974410"," Я принял медальон магистра, благодарно кивнул, убирая его в"
"974410","976870"," кольцо, и коротко напомнил этим двоим."
"977350","977990"," — Молчим."
"978510","980650"," Храним тайну о том, что здесь произошло. "
"981290","983350"," — толкнул мысль, чтобы не кричать через весь зал."
"983950","986850"," — Элдур, будь особенно осторожен с тем, кому и"
"986850","989570"," что ты говоришь, как и сколько открываешь правды."
"990090","992650"," Одна ошибка, и наш орден уничтожат. "
"993290","996670"," Рывком пересек зал, замер в половине шага от спеленной"
"996670","997150"," формации."
"997810","1000050"," Через вдох за спиной стояли они оба."
"1000490","1002330"," Как мы вошли сюда, так и выйдем. "
"1002910","1004090"," — Одежда!"
"1004590","1008270"," — прошепел надухом пересмешник, невероятной легкостью в который раз"
"1008270","1009270"," нарушая мой приказ."
"1009790","1011610"," С привычным запозданием добавил."
"1011950","1012770"," — Господин!"
"1013310","1017530"," Я торопливо отряхнулся, расправил складки, уводя их по поясу"
"1017530","1017970"," за спину. "
"1018510","1021730"," Окинул себя восприятием, не пострадал ли халат, когда меня"
"1021730","1022350"," отшвырнуло."
"1022930","1024030"," Вроде все в порядке."
"1024390","1024790"," Кивнул. "
"1025270","1025710"," Готов."
"1026630","1029390"," Пелена тут же спала, и я сделал последний шаг,"
"1029650","1030349"," толкнул дверь."
"1031010","1031849"," Тишина во дворе. "
"1032530","1034569"," Я торопливо отправил вперед восприятие."
"1035230","1036829"," О-о-о-о-оу!"
"1037430","1040829"," Нас явно устали ждать, и устали гадать, что там"
"1040829","1041710"," происходит внутри."
"1042410","1044170"," У всех мечей в руках оружие. "
"1044730","1048250"," Половина из них уставилась на орденцев, половина торчит на"
"1048250","1050710"," стенах, напряженно вглядываясь в стражу города."
"1051450","1054810"," Сама стража косит глазами назависших в воздухе хозяев."
"1055470","1059010"," Те сверху глазеют на происходящее и молчат, во всяком"
"1059010","1059790"," случае вслух. "
"1060530","1063690"," Зато за всех вместе взяток галдят те, кто вроде"
"1063690","1065150"," как основа моей семьи."
"1065730","1069730"," Галадранцы, проходимцы и наемники, собранные в соседних поместях."
"1070350","1073970"," На них, кстати, мечам тоже приходится отвлекаться и чуть"
"1073970","1076050"," ли не пинками мешать перелезть в наш двор. "
"1076630","1077570"," Безумцы какие-то."
"1078430","1081650"," А в самом дворе орденцы Небесного Меча явно готовятся."
"1082270","1083170"," Неясно только к чему. "
"1083830","1086550"," То ли дорого продать свою жизнь, то ли вломиться"
"1086550","1088490"," в здание на помощь своим старшим."
"1089110","1091230"," У них не только оружие в руках, но и"
"1091230","1093150"," выстроились они недвусмысленным порядком."
"1093690","1097230"," Если они не готовятся применить формации или составные техники,"
"1097630","1100530"," то я не их магистр и не их молодой"
"1100530","1101050"," магистр. "
"1101830","1105070"," Замерев перед лестницей, что вела вниз от дверей, обвел"
"1105070","1108570"," взглядом всех — и наемников, и мечей, и орденцев,"
"1108950","1112390"," и даже главу Вартола, безошибочно найдя его фигуру в"
"1112390","1112690"," небе."
"1113410","1116470"," На показ заложил руки за спину и медленно спустился"
"1116470","1116830"," вниз."
"1117410","1119810"," Следом за мной вышли и три четверти властелинов. "
"1120530","1124010"," Главное, что орденцы видели трех своих лидеров, с остальным"
"1124010","1124570"," разберемся."
"1125350","1128690"," Хотя если среди орденцев есть умные и наблюдательные, то"
"1128690","1130770"," у них могут появиться вопросы."
"1131730","1132990"," Но это не мои проблемы. "
"1133530","1137250"," У меня теперь почти десяток верных контуров, которые должны"
"1137250","1138130"," все это решить."
"1139010","1141610"," Вперед шагнул Красноволосый, громко сообщив."
"1142130","1146010"," Мы узнали несколько вещей, которые сильно изменили наши намерения. "
"1146730","1149770"," Обычно мы с братом Дорогалом редко сходимся во мнении."
"1150310","1151670"," Но сейчас мы с ним."
"1152510","1155850"," Красноволосый повел рукой, указывая на шагнувшего к нему шаугата"
"1155850","1156850"," под маскировкой. "
"1157470","1159450"," Решили, что нам не по пути, саранви."
"1160090","1164010"," Места старейшин, которые мы требовали, дорого обойдутся нам в"
"1164010","1165150"," семье сломанного клинка."
"1165850","1167590"," Мы не готовы платить такую цену. "
"1168430","1171970"," Орденцы, как бы они ни были дисциплинированы, как бы"
"1171970","1176310"," ни были готовы, пусть даже к битве, переглянулись, зашептались"
"1176310","1176990"," мысляречью."
"1177650","1179910"," Да, все сильно поменялось в сравнении с тем, о"
"1179910","1182390"," чем мы договаривались перед заключением контрактов."
"1183010","1185210"," Я бы сказал, что все сильно поменялось даже в"
"1185210","1188950"," сравнении с тем, что буквально только что обещал Красноволосый. "
"1189690","1190590"," Это что, крик?"
"1191050","1192530"," Это возмущение моей жадностью?"
"1193050","1195430"," Это рассказы о том, как много я требовал за"
"1195430","1196810"," вход в семью сломанного клинка?"
"1197630","1200190"," Слова Красноволосого продолжали греметь над двором."
"1200830","1202270"," «У них будет свой путь."
"1202730","1203710"," У нас будет свой. "
"1204470","1207530"," Здесь и сейчас не то место, чтобы под десятками"
"1207530","1210370"," и сотнями чужих глаз и ушей делиться подобным и"
"1210370","1213350"," обсуждать наши разногласия и наш раскол»."
"1213350","1217350"," Седой тоже шагнул вперед, становясь слева от Красноволосого, тоже"
"1217350","1218090"," повел рукой."
"1218630","1221330"," «Те, кто вместе со мной прошли этот долгий путь,"
"1221430","1224530"," чтобы присоединиться к семье сломанного клинка, — на эту"
"1224530","1225170"," сторону двора. "
"1225850","1229190"," Следующие, за Элдуром и Дорогалом, — на эту сторону."
"1229790","1231750"," Наши пути расходятся»."
"1231750","1236790"," Что Седой, что Красноволосый буквально блистали, показывая умение говорить"
"1236790","1238290"," правду и при этом лгать. "
"1239110","1241990"," Уверен, даже вывесь я над Красноволосым истину в два"
"1241990","1244790"," или даже три цвета, она не нашла бы за"
"1244790","1245590"," что наказать его."
"1246250","1249730"," Расплывчатая правда, которая ложь, но при этом правда."
"1250670","1254390"," Двадцать вдохов и орденцы разбились на два неравных отряда,"
"1254910","1258150"," выстроились друг напротив друга, прощаясь и торопясь сказать что "
"1258150","1258750","-то важное. "
"1259530","1263290"," Красноволосый развернулся ко мне, чуть склонился в приветствии идущих."
"1263930","1267990"," «Младший Ирал, наш разговор был очень познавателен."
"1268530","1270910"," Я благодарен вам за то, что вы открыли мне"
"1270910","1272710"," на многое глаза». "
"1272710","1275230"," Взгляд его при этом ввернул в сторону на тех"
"1275230","1278210"," двух контуров, которых я освободил от чужих указов."
"1278690","1281350"," «Но я вынужден расстаться с вами»."
"1281350","1284590"," Я, не особо стараясь говорить громко, уверенный, что уши"
"1284590","1286710"," людей Мурлан достаточно чуткие, ответил. "
"1287270","1290390"," «Мне жаль, что так вышло, но таковы мои условия,"
"1290770","1292210"," и на меньшее я не согласен."
"1292850","1296610"," Раз так выходит, что наши пути расходятся...» Я замолчал,"
"1296890","1300030"," поднял ладонь леву руки выше, так, чтобы все видели,"
"1300550","1302750"," и достал из кольца свиток контракта."
"1303470","1306050"," Медленно сжал его в ладонях и порвал надвое. "
"1306050","1309490"," «Я знаю, что те, кем вы были раньше, больше"
"1309490","1310670"," всего ценят свободу."
"1311170","1313610"," Вы свободны, раз в итоге мы не сошлись."
"1314310","1318230"," Вручая вам этот несостоявшийся контракт, я лишь прошу, чтобы"
"1318230","1320830"," ничего из того, что вы узнали о семье сломанного"
"1320830","1324950"," клинка под той формацией, не узнали другие, даже самые"
"1324950","1326710"," близкие и верные». "
"1326710","1328770"," Седой едва слышно даже мне буртнул."
"1329270","1333330"," «Ох, перестарался с красивым жестом», — уже громко добавил,"
"1333650","1335750"," — «сплошные траты, молодой глава."
"1336230","1339350"," Свиток-то не дешевый, а наша семья не богата,"
"1339870","1342370"," особенно после того, как этот даже мебель в гневе"
"1342370","1343590"," побил». "
"1343590","1346970"," Красноволосый нахмурился, а спину мне кальнуло прозрением."
"1347910","1351050"," На миг, словно этот холод стали, мне лишь почудился."
"1351830","1353330"," Но я знал, что не почудился. "
"1354010","1357670"," Красноволосый все верно понял и проверил, действительно ли я"
"1357670","1358590"," снял с него указ."
"1358590","1360690"," Да, действительно снял."
"1361210","1364050"," Если он решит не возвращаться ко мне, то так"
"1364050","1364730"," тому и быть. "
