"start","end","text"
"304800","307260"," Он позвал нас, и мы пришли, ведомые Аранви. "
"308120","311120"," Зеленорукий резво обернулся к нему, приложил кулак к"
"311120","311480"," ладони."
"311720","315740"," — Прости, я цалишь, но можно и Зеленорукий."
"316180","316600"," А ты?"
"317360","317980"," — Рут. "
"318580","322440"," Помедлив, тот невысокий, но гордо задирающий подбородок, все"
"322440","323140"," же представился."
"323580","327180"," — Рут, — кивнул Зеленорукий, а затем спросил,"
"327580","330600"," — ты же помнишь, Рут, как вы разыграли"
"330600","332680"," представление для зрителей всего города?"
"333320","336080"," Для них вы именно что выторговали себе должности,"
"336600","339960"," причем пытались откусить большой кусок, а в итоге"
"339960","342720"," едва не остались ни с чем, раз большая"
"342720","345680"," часть из вас ушла, и нужно поддерживать эту"
"345680","345980"," игру?"
"346620","349620"," — Он прав, — заметил Седой, заставив Рута "
"349620","350200","-помощица."
"350960","353280"," — И раз вы все же выторговали себе"
"353280","357340"," пару-тройку должностей, — сухмылкой повторил Зеленорукий, и"
"357340","360020"," на этот раз громче, — то нужно решить,"
"360100","361300"," кто за что отвечает. "
"361920","365480"," Объявить эти имена перед всеми, наводя порядок и"
"365480","366800"," давая пищу слухам."
"367600","370180"," — Может, вы займетесь, наконец, этими самыми порядками"
"370180","371040"," вместо болтовни?"
"371440","372280"," — не выдержал я."
"372820","374520"," — Или так и будем по полдня прятаться"
"374520","375340"," под формациями?"
"375900","377440"," Сколько еще людей осталось проверить?"
"377740","379040"," — Двадцать три."
"379660","380760"," — Так давайте, давайте. "
"381340","383260"," Я даже махнул рукой, подгоняя их."
"383260","385500"," — И хватит толпиться возле меня."
"385940","389360"," Решились, занимайтесь стадами, которые вам так не нравятся. "
"390020","390940"," Седой нахмурился."
"391580","393420"," — Но я-то нужен с этими оставшимися,"
"393500","394180"," молодой магистр."
"394620","396780"," — А остальные нет, — припечатал я."
"397260","400060"," — Займитесь делом, хотя бы отыщите место для"
"400060","402180"," ночлега, — добавил мысляречью. "
"402640","403760"," — Камни-то у тебя остались?"
"404300","404960"," А то я…"
"404960","406580"," — Выгреб все до дна."
"407140","409380"," Пошли-ка знача и купите еще одно поместье,"
"409860","411000"," напротив нашего, например."
"411000","413500"," Все лучше, чем расползаться вдоль улицы. "
"414160","414980"," — Купить?"
"415200","416420"," — изумился Седой вслух."
"416900","417720"," — Что купить?"
"418120","420580"," — тут же заинтересовал состоявший у стены контур."
"421260","424140"," Я его даже помнил из числа тех, что"
"424140","425200"," были в первом десятке. "
"425800","428500"," Тот наглец, что дергал меня за плечо, требуя"
"428500","429680"," снять печать с Годия."
"430220","432420"," Ему еще потом Седой поручил прибрать к рукам"
"432420","433400"," кольцо Морщинистого."
"434120","435000"," — Поместье!"
"435440","437240"," — не оборачиваясь, ответил ему Седой. "
"437480","438320"," — Зачем?"
"438820","439460"," — Жить!"
"439980","440920"," Нам, пришедшим!"
"441820","443260"," Контур поднял брови."
"443580","446220"," — Зачем покупать поместье, если нам вот-вот"
"446220","447820"," уходить из города на свои земли?"
"448500","449520"," — Магистр хочет."
"450520","452560"," Контур перевел взгляд Седого на меня. "
"453300","456500"," Я поступил так же, перевел взгляд Седого на"
"456500","456940"," контура."
"457720","460220"," Мужчина лет сорока на вид, как и большая"
"460220","461020"," часть контуров."
"461600","464340"," Сам Седой сейчас ровно настолько же выглядит, может,"
"464440","465240"," даже чуть моложе. "
"465900","469380"," Обычные приятные черты лица, в отличие от того"
"469380","470600"," же Седого без щетины."
"470600","473680"," Точь-в-точь, как зеленорукий, разве что в"
"473680","476620"," волосах множество алых даже не прядей, а волосков,"
"477060","479420"," иногда заставляющих отливать голову красным."
"479940","480500"," Огонь!"
"481260","484300"," Второй красноволосый, только не такой яркий и немного"
"484300","484980"," старше его. "
"485860","489180"," Всех контуров можно разделить на более старших, средних"
"489180","490800"," по возрасту и более молодых."
"491280","493300"," И не похоже, что эта разница в годах"
"493300","495000"," — результат сожженных лет."
"495920","499420"," Седой тоже повернулся и повел ладонью, представляя заговорившего. "
"499420","503400"," «Алкай, Казначей Семьи!» — тот кивнул."
"503640","507740"," «Приятно познакомиться, глава!» Мне оставалось лишь вздохнуть."
"508180","508780"," Про себя. "
"509540","511400"," «Каждый норовит называть меня по-своему."
"511840","513340"," Это уже выглядит смешно."
"513940","515980"," Тридцать именований одного человека. "
"516500","518140"," И это все к одной маске."
"518600","520520"," Ну, к двум, если быть точным."
"520940","524120"," Ирал Леград.» Алкай и не думал замолкать. "
"524640","528540"," «И должен заметить, глава, расходовать духовные камни на"
"528540","530860"," покупку того, что нам продадут за десять цен."
"531280","534100"," Они заберут обратно даже за одно расточительство."
"534720","537000"," Я жестом остановил его речь, спросил. "
"537200","541260"," «Ты Казначей, Алкай?» Тот помедлил, а затем"
"541260","543580"," склонил передо мной голову и приложил кулак к"
"543580","543960"," ладони."
"544320","547200"," «Если вы подтвердите мою должность в семье Клинка "
"547200","548140","-глава»."
"548140","551220"," «Подтверждаю», — коротко сообщил я и тут же"
"551220","551880"," спросил снова. "
"552540","556440"," «Ты Казначей, Алкай?» Тот выпрямился, чуть растерянно"
"556440","556880"," протянул."
"556880","561400"," «М-м-м, да, глава…» «Всё», — отрезал"
"561400","564020"," я, «это твои проблемы и проблемы Седова."
"564460","567620"," Я, глава, говорю вам, нужно место для ночлега"
"567620","568200"," новых людей. "
"568820","569620"," Не на один день."
"570180","572400"," Решайте с Седым сами, сколько ты выделишь на"
"572400","572840"," это денег."
"573420","573780"," Дорого?"
"574260","576580"," Ты Казначей, сбей цену у жадного продавца. "
"577020","579660"," Но мои люди не должны ночевать на улице»."
"579660","583420"," «Э-э-э…» Седой с Алкаем переглянулись, но"
"583420","585400"," раньше, чем они хоть что-то попытались сказать,"
"585540","586260"," я предупредил."
"586880","589740"," «Седой, не нужно взваливать на меня ещё и"
"589740","590480"," эту проблему. "
"591100","593180"," Казначей не даёт денег и сам не хочет"
"593180","593920"," сбивать цену."
"594320","596000"," Ну так вы не первый день знакомы."
"596500","598160"," Накричи на него, подкупи вином. "
"598700","601000"," Вы же как-то решали подобные вещи пятьдесят"
"601000","603640"," лет без меня?» «Решали, глава, решали»."
"604280","607320"," Алкай несколько раз мелко кивнул, но больше ничего"
"607320","607820"," не сказал."
"608460","611740"," «Всё», — громко сообщил я, «снимайте формацию и"
"611740","613460"," начинаем заниматься каждой своим делом». "
"614260","618960"," Помедлил, видя ошарашенные лица предводителей, простых служителей, которые"
"618960","621140"," как-то не успели ещё привыкнуть к изменениям"
"621140","623520"," и запретам, которые теперь носят на себе."
"624300","627800"," Нужно бы как-то их поддержать, приободрить, а"
"627800","630020"," не закончить на этом странном разговоре про деньги,"
"630160","631340"," вино и самостоятельность."
"632100","633520"," Чуть подумав, я громко сказал. "
"634120","636860"," «Я рассчитываю на вашу помощь», — а затем"
"636860","640180"," и вовсе добавил, «сила нашей семьи сломанного клинка"
"640180","642600"," в единстве, в верности, в общей цели."
"643160","644840"," Сломанный клинок будет перекован»."
"646140","649280"," «Сломанный клинок будет перекован!» — рявкнули в"
"649280","650700"," ответ полтора-десятка глоток. "
"651320","653660"," И не надоедает же седому орать каждый раз."
"654320","656700"," Зато хоть из глаз, которые смотрели на меня,"
"657200","658480"," ушла муть недоумения."
"659460","662040"," Но я был слишком наивен, думая, что на"
"662040","663260"," этом от меня отстанут. "
"663900","666180"," Не хотелось бы так думать, но иногда я"
"666180","668540"," не мог отделаться от мысли, что ко мне"
"668540","671360"," весь день обращаются с полной ерундой, лишь бы"
"671360","673940"," подтвердить, что они теперь не одни, что они"
"673940","674800"," теперь с магистром."
"675580","678080"," «Глава, мы не можем решить, что делать с"
"678080","679920"," теми, кого вы отделили в третью группу»."
"680600","682820"," «Третья это какая?» — уже как-то"
"682820","683940"," устало переспросил я."
"684300","686920"," «Кого?» — «Управитель, кажется. "
"687580","688820"," Нет, не кажется, а точно."
"689380","691620"," Серые глаза, стихия «Воздух»."
"691620","693760"," Я заглянул в свои записи жетона. "
"693760","695380"," Вот он, Фиор."
"695880","698720"," Сегодня было столько имен, что даже моя память"
"698720","699300"," отказывала."
"699860","701580"," А может, я просто устал и даже не"
"701580","702800"," старался запоминать имена. "
"703760","706560"," Это та глава, где какой-то непонятный сброд."
"707060","709680"," Слабаки, которые даже не могут толком сказать, как"
"709680","711740"," они намереваются приносить пользу Ор…"
"711740","714200"," То ли под моим взглядом, то ли от"
"714200","716280"," полыхнувшей печати Фиор поперхнулся."
"716800","717980"," Откашлялся и поправился. "
"718540","720220"," Семье, конечно же, семье глава."
"720980","721580"," А где Дорая?"
"721940","723300"," Почему она не ответила тебе?"
"723300","726340"," Она занята с теми, кто просит плату за"
"726340","727280"," свои навыки, глава."
"727700","729160"," Простите, глава, вы были ближе. "
"729580","730160"," Я виноват."
"730760","733040"," Я жестом остановил попятившегося Фиора."
"733700","736380"," Я надеюсь отыскать среди этих людей скрытые таланты,"
"736440","736680"," Фиор. "
"737340","738400"," Таланты, глава?"
"738920","739140"," Да."
"739640","742020"," Они слишком слабы, чтобы привлечь к себе внимание"
"742020","744900"," каких-то мастеров и никогда не имели подобной"
"744900","745460"," возможности."
"746080","748560"," Я хочу проверить их в формациях, которые ищут"
"748560","749060"," таланты. "
"749660","753860"," Начертания, массивы, указы, поиск ловушек, приручения и тому"
"753860","754400"," подобное."
"755780","756420"," Хм…"
"756420","757540"," Потер подбородок Фиор."
"758060","759200"," Я понял вас, глава. "
"759480","761980"," Но большую часть мы не сможем проверить здесь"
"761980","762540"," и сейчас."
"763080","764360"," Это сложные формации."
"764900","767480"," Мы забрали с собой то, что сохранили, но"
"767480","769260"," установить их — дело не одного дня. "
"770180","771780"," Да, согласился я с ним."
"772340","776020"," Я подозревал это, поэтому думал создать такие проверочные"
"776020","779220"," формации уже в нашем городе, после основания фракции."
"779220","781300"," Я понял вас, глава. "
"781720","783180"," Но что мне делать с ними сейчас?"
"783900","786420"," «Хватит приставать к главе с мелочами!» —"
"786420","789000"," рыкнул вошедший во все еще разгромленный зал Седой."
"789680","792740"," «Проверь то, что мы можем проверить сейчас и"
"792740","794520"," пристрой их к какому-нибудь делу."
"794960","797140"," Пусть даже дворы подметать и воду таскать». "
"797840","800960"," «Какой еще дворы подметать?» Следом за Седым"
"800960","803600"," ворвался еще один контур, вернее, старейшина."
"803960","806120"," «Да среди них четверть, не меньше."
"806560","809200"," Пришли сюда либо следить, либо украсть что-то». "
"809200","812480"," «Пусть сидят и дальше в своем загоне!»"
"812480","815240"," Этого идущего я помнил и без подсказок записи"
"815240","815700"," жетона."
"816300","818760"," Мой новый старейшина-стражи, Рогедон."
"819420","822000"," Не успел Артус ничего ответить на мое предложение,"
"822500","825020"," а теперь у меня действительно есть старейшина-стражи,"
"825560","827540"," пусть и в подчинении у него, считай, всего"
"827540","828420"," с десяток человек. "
"828800","831420"," «Ты предлагаешь их так и таскать за собой "
"831420","832700","?» — огрызнулся Седой."
"833240","835080"," «Никчемным и бесполезным грузом."
"835640","838180"," Они должны отрабатывать хотя бы кусок хлеба. "
"838980","841380"," Глава!» — Рогедон повернулся ко мне."
"841660","844220"," «Глава, у меня не хватит людей, чтобы следить"
"844220","847380"," за всеми!» «Тебе и не нужно!»"
"847380","848240"," — прошепел Седой."
"848480","850460"," «Чего следить за этими убогими?"
"851060","854720"," Встанешь, раскинешь восприятие и следи себе сам за"
"854720","855200"," всеми. "
"855700","857940"," Кто проскочит мимо тебя и твоего внимания?"
"858840","861340"," Проскочит те, кто лишь притворяются слабаками."
"861820","863560"," И кем мне их останавливать?"
"864140","867060"," Скажи, еще некем?» Я потер бровь, глядя,"
"867120","869760"," как они все повышают голос, и как пятятся"
"869760","871880"," в фиор, стараясь не привлекать к себе их"
"871880","872340"," внимания."
"873060","874580"," «Похоже, это не первый раз. "
"875020","877200"," И вот он поддался на уговоры Седого и"
"877200","879860"," пришел вместе с ним?» Ответ был очевиден."
"880380","882560"," Раз этот властелин здесь, а не ушел с"
"882560","886220"," красноволосым и тем, что выдавал себя заморщинистого, то"
"886220","889020"," да, это тот, кто поверил Седому изначально."
"889820","892040"," Между тем ругались они все громче и все"
"892040","895700"," ожесточенней, даже, кажется, позабыв, что я здесь есть,"
"896200","898580"," а ведь изначально пришли ко мне оба. "
"899260","902520"," Выждав еще пять вдохов и убедившись, что они"
"902520","905420"," и не думают даже дыхание переводить, я рявкнул."
"905840","911020"," «Старейшины!» Они вздрогнули, замолчали и, наконец, вспомнили,"
"911140","911980"," что здесь не одни."
"912640","913680"," Я поинтересовался. "
"914360","916760"," «В меня нанято сто человек из Союза Мечей,"
"917220","920660"," причем нанято именно для охраны, и их недостаточно "
"920660","925700","?» Печать в один цвет, которую старейшина Рогедон"
"925700","928320"," мог бы стереть с себя, налилась на миг"
"928320","931540"," яркостью, удерживая его болью от глупого вопроса."
"932040","934920"," Это пришлось добавить всем, даже старейшинам и прочим"
"934920","938800"," бывшим комторам, иначе слишком многие допускали себе вольности"
"938800","941940"," с обращением ко мне, забывчиво именуя магистром."
"942700","944260"," Теперь такое не повторяется. "
"944960","947380"," Вот и Рогедон через вдох сказал уже верно."
"947880","950700"," «Глава Ирал, я не очень им доверяю»."
"950700","952080"," «Так что?» — изумился я."
"952260","955740"," «Мне их отпустить?» «Нет, нет, глава!»"
"955740","957680"," — пошел на попятную старейшина Рогедон. "
"957920","959480"," «Но все равно их мало."
"960020","962640"," Даже если разбить на две смены, то пятидесяти"
"962640","966720"," предводителей недостаточно, чтобы перекрыть такое число поместий»."
"966720","968800"," «Хорошо, но есть еще наемники. "
"969260","971960"," Ко мне!» Теперь сбился я, поняв, что"
"971960","972940"," сказал что-то не то."
"973420","973960"," Поправился."
"974680","977460"," «В нашу семью Клинка пришли наниматься немало людей. "
"978060","979960"," Одних только крупных отрядов три штуки."
"980540","983460"," Сходи, погляди на них, обсуди цену, найми на"
"983460","983820"," охрану»."
"984500","987360"," «Наемников с улицы?» — изумился Рогедон. "
"987960","991220"," «Чтобы охранять беспризорников с этих самых улиц, большего"
"991220","993160"," и не нужно», — припечатал его Седой."
"993420","996720"," «Все, господин решил твою проблему, старейшина."
"997240","999380"," Умному человеку не нужно долго объяснять. "
"999800","1002640"," Иди, у меня разговор с молодым главой о"
"1002640","1003860"," действительно важной вещи»."
"1004480","1007420"," Снова зачесалась бровь, но я сдержал руку."
"1007420","1010540"," «Эдак я дырку там протру, невзирая ни на"
"1010540","1012420"," какую крепость тела предводителя воинов». "
"1013060","1015560"," Устало, понимая, что за окном зало небо и"
"1015560","1018580"," не думает сереть, извещая о начале вечера, спросил."
"1018980","1020880"," «Какое такое важное дело, Седой?"
"1021280","1023520"," У меня ощущение, что вы все свои дела"
"1023520","1024380"," называете важными»."
"1025319","1028900"," Честно говоря, Седой оглянулся на вход, а затем"
"1028900","1031680"," понизил голос, словно забыв о мысли речи. "
"1032520","1035060"," «Никакого дела нет», — я фыркнул."
"1035060","1036579"," «Пф, понятно»."
"1037280","1039960"," Седой шагнул ближе, а затем просто и без"
"1039960","1041420"," затеи уселся прямо на пол. "
"1041920","1044700"," Прежде чем я успел изумиться, первый спросил меня."
"1045240","1045800"," «Ты как?"
"1046300","1048960"," Рассказывай, молодой глава, что тут без меня было,"
"1049400","1051360"," и в какой момент ты решил переиграть наш"
"1051360","1054580"," план?» «Изначально», — был тверд мой ответ."
"1055060","1057380"," «Еще даже до того, как убедил тебя скрыть"
"1057380","1058580"," некоторые вещи обо мне. "
"1059160","1061460"," Но совершенно не уверен, что здесь место и"
"1061460","1062900"," время для подобных разговоров."
"1062900","1065720"," Вернее, совершенно уверен, что не место и не"
"1065720","1066510"," время, Седой»."
"1067080","1069560"," «Не выходит простого разговора, да?"
"1070320","1072460"," У нас и простой разговор?» — скинул"
"1072460","1072980"," я брови. "
"1073240","1074080"," «Давай так."
"1074580","1078000"," Вечером, перед твоим вином, соберемся здесь еще раз."
"1078480","1082140"," Ты, я, старейшины, и обсудим прошедший день и"
"1082140","1082820"," все остальное. "
"1083440","1086120"," Но для начала оставь мне флаги защитной формации"
"1086120","1087400"," для переговоров»."
"1087400","1090060"," «Как скажешь, молодой глава, как скажешь»."
"1090060","1095140"," Седой поднялся, с кряхтением отрыхнул халат, сверкнул улыбкой,"
"1095260","1097640"," передавая мне кисец с флагами, и ушел. "
"1098740","1101660"," Я же просунул руку за ворот халата, нащупал"
"1101660","1104600"," нужный артефакт и толкнул в него немного силы"
"1104600","1107840"," и короткую мысль «Я жду тебя к ночи»,"
"1107840","1110380"," которую я, к счастью, сумел дождаться в этом"
"1110380","1112240"," еще одном бесконечном дне."
"1113380","1116200"," Его в уже почти целиком отремонтированный зал снова"
"1116200","1119220"," привела Дорая, даже не знаю, как он искал"
"1119220","1121880"," ее в сегодняшний суматохе и как убеждал орденцев "
"1121880","1123940","-стражей, что должен с ней встретиться."
"1124440","1125600"," Он талантливый человек. "
"1126080","1126980"," Добрался и ладно."
"1127660","1129940"," Мне снова не нужно было проверять, что именно"
"1129940","1131900"," Озман скрывается под этим лицом."
"1132380","1134400"," Мне хватало моей печати над его головой. "
"1135360","1138740"," Озман дождался, когда я активирую обе формации, и"
"1138740","1140340"," только затем коротко поклонился."
"1141140","1144640"," «Глава, поздравляю вас с присоединением к семье выходцев"
"1144640","1145220"," из ордена»."
"1145900","1149380"," Я внимательно оглядел символ верности, написанный языком древних. "
"1149380","1151060"," Два цвета в указе."
"1151420","1154520"," А затем влил туда силы души, пропущенной через"
"1154520","1156860"," эссенцию Вёсте, добавляя третий."
"1157620","1161160"," «Скажи, Озман, их присоединение повлияло на твои планы "
"1161160","1164480","?» «Мои планы, глава», — переспросил тот и"
"1164480","1165300"," коротко ответил. "
"1165520","1167740"," «Мои планы — это служение вам."
"1168220","1170900"," Я выбрал служить вам, и буду продолжать служить."
"1171440","1174220"," Вартол сообщит об орденцах в кланы Эрзум и"
"1174220","1177800"," Кунг, верно?» «Не сомневайтесь, глава, — сообщит,"
"1178060","1180540"," — но только, когда вы покинете город». "
"1180540","1183340"," Сам, привыкнув решать вопросы силы, он всегда держит"
"1183340","1186060"," в уме, что и старшие фракции действуют так"
"1186060","1186200"," же."
"1186920","1189720"," Он действительно боится, что они тут же пришлют"
"1189720","1192780"," отряд, который просто и незамусловато нападет на вас."
"1193360","1195160"," Он не рискнет навлечь на себя их гнев. "
"1195920","1198460"," Мой советник утверждает, что они не поступят так,"
"1198980","1200900"," ограниченные установленными правилами."
"1200900","1204380"," Я тоже считаю, глава, что если они решат"
"1204380","1207440"," покончить с орденом, то сделают это там, где"
"1207440","1210600"," их никто не увидит, например, в каменном лабиринте."
"1211420","1214740"," Там их сдержат зоны запрета, которые не позволят"
"1214740","1218160"," вам вызвать стражи на помощь, и которые обойдутся"
"1218160","1219720"," им слишком высокой ценой. "
"1220400","1223080"," В зонах запрета нет никого лучше бывших орденцев,"
"1223540","1225240"," и я не зря столько сил потратил на"
"1225240","1226640"," то, чтобы их уговорить."
"1226640","1229860"," «Тогда примите мое сожалению, глава, о том, что"
"1229860","1232020"," с вами осталась лишь меньшая их часть»."
"1232660","1235760"," Я кивнул, принимая его слова, проверяя его верность"
"1235760","1238620"," и думая, должен ли я сообщить ему в"
"1238620","1241780"," главе знающих семьи о том, что все орденцы"
"1241780","1243180"," в итоге остались со мной. "
"1243940","1246220"," Он все понял, невозмутимо спросил."
"1246800","1248900"," «Глава не доверяет моей верности?"
"1249440","1252900"," Я верен вам, моему главе Иралу, я верен"
"1252900","1256140"," моей новой семье, сломанного клинка, и не замышляю"
"1256140","1257780"," ни против вас, ни против нее."
"1258460","1261680"," Готов отдать жизнь ради будущего моей новой семьи,"
"1261780","1262620"," сломанного клинка. "
"1263700","1266600"," Вывернуть такое можно было бы, но не под"
"1266600","1269820"," тремя цветами верности и истины, и я решился,"
"1269980","1270620"," признаваясь."
"1271520","1274380"," «Озман, я еще в прошлую встречу был поражен"
"1274380","1275040"," твоим умом."
"1275580","1278460"," Ты, проснувшись после нашей первой встречи из обрывков"
"1278460","1281480"," воспоминаний, понял обо мне, если не все, то"
"1281480","1282240"," большую часть. "
"1282720","1285780"," «Вы мне льстите, глава», — поклонился Озман."
"1286000","1289120"," «Как показал сегодняшний день, я понял о вас"
"1289120","1290200"," лишь малую часть."
"1291000","1293610"," Сейчас я хочу еще раз испытать твой ум». "
"1294240","1296980"," Я подался вперед, вбиваясь в него взглядом, спросил."
"1297200","1299260"," «Что ты еще понял обо мне?"
"1299860","1301800"," Расскажи обо мне и моих планах»."
"1302540","1305760"," «Глава испытывает меня», — наконец-то показал хотя"
"1305760","1307060"," бы тень улыбки Озман. "
"1307060","1311220"," «Хорошо, но я буду говорить правду, глава."
"1311660","1313180"," Прошу не обижаться на меня»."
"1313840","1314980"," Я усмехнулся за него. "
"1315540","1319140"," «Значит, первое, что ты хочешь сказать, я обидчивый»."
"1319800","1320780"," Озман прищурился."
"1321280","1324560"," «Нет, глава, это была лишь фигура речи. "
"1324980","1328100"," Вы не обидчивый, вы не забываете обидчиков."
"1328760","1332320"," Обидчивые лелеют свои обиды, иногда ради них портят"
"1332320","1332580"," дело."
"1333100","1335220"," Вы же не позволите какой-то там обиде"
"1335220","1338700"," взять над вами верх, но обязательно отомстите тому,"
"1338860","1340500"," кто причинил вам зло». "
"1340500","1343760"," Вартол крупно ошибся, когда решил сломить вас, добавив"
"1343760","1344280"," стихии."
